Sr No._x,Reference No (URN),Journal Date,"Date of
Purchase",Date of Expiry,Name of the Purchaser,Prefix_x,"Bond
Number_x",Denominations_x,Issue Branch Code,Issue Teller,Status,Prefix_Bond,Sr No._y,Date of,Name of the Political Party,"Account no. of
Political Party",Prefix_y,"Bond
Number_y",Denominations_y,"Pay Branch
Code",Pay Teller
6284,1.20E+18,03-01-2022,03-01-2022,17-01-2022,BENGAL COKE COMPANY LIMITED,OC,10105,10000000,1,6405134,Paid,OC10105,7893,06-01-2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10105,10000000,691,7516991
6639,1.20E+18,05-01-2022,05-01-2022,19-01-2022,IFB AGRO INDUSTRIES LIMITED,OC,10106,10000000,1,6405134,Paid,OC10106,9168,14-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10106,10000000,1,3490777
6285,1.20E+18,03-01-2022,03-01-2022,17-01-2022,BENGAL COKE COMPANY LIMITED,OC,10107,10000000,1,6405134,Paid,OC10107,7894,06-01-2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10107,10000000,691,7516991
6637,1.20E+18,05-01-2022,05-01-2022,19-01-2022,IFB AGRO INDUSTRIES LIMITED,OC,10108,10000000,1,6405134,Paid,OC10108,9166,14-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10108,10000000,1,3490777
6281,1.20E+18,03-01-2022,03-01-2022,17-01-2022,BENGAL COKE COMPANY LIMITED,OC,10109,10000000,1,6405134,Paid,OC10109,7890,06-01-2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10109,10000000,691,7516991
6640,1.20E+18,05-01-2022,05-01-2022,19-01-2022,IFB AGRO INDUSTRIES LIMITED,OC,10110,10000000,1,6405134,Paid,OC10110,9169,14-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10110,10000000,1,3490777
6612,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10111,10000000,1,6405134,Paid,OC10111,8898,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10111,10000000,1,3490777
6638,1.20E+18,05-01-2022,05-01-2022,19-01-2022,IFB AGRO INDUSTRIES LIMITED,OC,10112,10000000,1,6405134,Paid,OC10112,9167,14-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10112,10000000,1,3490777
6613,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10113,10000000,1,6405134,Paid,OC10113,8899,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10113,10000000,1,3490777
6641,1.20E+18,05-01-2022,05-01-2022,19-01-2022,IFB AGRO INDUSTRIES LIMITED,OC,10114,10000000,1,6405134,Paid,OC10114,9170,14-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10114,10000000,1,3490777
6615,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10115,10000000,1,6405134,Paid,OC10115,8901,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10115,10000000,1,3490777
6642,1.20E+18,05-01-2022,05-01-2022,19-01-2022,IFB AGRO INDUSTRIES LIMITED,OC,10116,10000000,1,6405134,Paid,OC10116,9171,14-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10116,10000000,1,3490777
6616,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10117,10000000,1,6405134,Paid,OC10117,8902,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10117,10000000,1,3490777
6644,1.20E+18,05-01-2022,05-01-2022,19-01-2022,IFB AGRO INDUSTRIES LIMITED,OC,10118,10000000,1,6405134,Paid,OC10118,9173,14-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10118,10000000,1,3490777
6614,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10119,10000000,1,6405134,Paid,OC10119,8900,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10119,10000000,1,3490777
6646,1.20E+18,05-01-2022,05-01-2022,19-01-2022,IFB AGRO INDUSTRIES LIMITED,OC,10120,10000000,1,6405134,Paid,OC10120,9175,14-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10120,10000000,1,3490777
6619,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10121,10000000,1,6405134,Paid,OC10121,8905,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10121,10000000,1,3490777
6647,1.20E+18,05-01-2022,05-01-2022,19-01-2022,IFB AGRO INDUSTRIES LIMITED,OC,10122,10000000,1,6405134,Paid,OC10122,9176,14-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10122,10000000,1,3490777
6617,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10123,10000000,1,6405134,Paid,OC10123,8903,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10123,10000000,1,3490777
6643,1.20E+18,05-01-2022,05-01-2022,19-01-2022,IFB AGRO INDUSTRIES LIMITED,OC,10124,10000000,1,6405134,Paid,OC10124,9172,14-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10124,10000000,1,3490777
6618,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10125,10000000,1,6405134,Paid,OC10125,8904,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10125,10000000,1,3490777
6648,1.20E+18,05-01-2022,05-01-2022,19-01-2022,IFB AGRO INDUSTRIES LIMITED,OC,10126,10000000,1,6405134,Paid,OC10126,9177,14-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10126,10000000,1,3490777
6620,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10127,10000000,1,6405134,Paid,OC10127,8906,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10127,10000000,1,3490777
6645,1.20E+18,05-01-2022,05-01-2022,19-01-2022,IFB AGRO INDUSTRIES LIMITED,OC,10128,10000000,1,6405134,Paid,OC10128,9174,14-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10128,10000000,1,3490777
6626,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10129,10000000,1,6405134,Paid,OC10129,8912,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10129,10000000,1,3490777
6629,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10130,10000000,1,6405134,Paid,OC10130,8914,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10130,10000000,1,3490777
6623,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10131,10000000,1,6405134,Paid,OC10131,8909,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10131,10000000,1,3490777
6630,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10132,10000000,1,6405134,Paid,OC10132,8915,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10132,10000000,1,3490777
6625,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10133,10000000,1,6405134,Paid,OC10133,8911,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10133,10000000,1,3490777
6627,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10134,10000000,1,6405134,Paid,OC10134,8913,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10134,10000000,1,3490777
6622,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10135,10000000,1,6405134,Paid,OC10135,8908,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10135,10000000,1,3490777
6632,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10136,10000000,1,6405134,Paid,OC10136,8917,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10136,10000000,1,3490777
6624,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10137,10000000,1,6405134,Paid,OC10137,8910,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10137,10000000,1,3490777
6633,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10138,10000000,1,6405134,Paid,OC10138,8918,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10138,10000000,1,3490777
6621,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10139,10000000,1,6405134,Paid,OC10139,8907,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10139,10000000,1,3490777
6636,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10140,10000000,1,6405134,Paid,OC10140,8919,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10140,10000000,1,3490777
6490,1.20E+18,05-01-2022,05-01-2022,19-01-2022,DHARIWAL INFRASTRUCTURE LIMITED,OC,10141,10000000,1,6405134,Paid,OC10141,8921,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10141,10000000,1,3490777
6628,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10142,10000000,1,6405134,Paid,OC10142,9163,14-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10142,10000000,1,3490777
6495,1.20E+18,05-01-2022,05-01-2022,19-01-2022,DHARIWAL INFRASTRUCTURE LIMITED,OC,10143,10000000,1,6405134,Paid,OC10143,8926,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10143,10000000,1,3490777
6635,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10144,10000000,1,6405134,Paid,OC10144,9165,14-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10144,10000000,1,3490777
6489,1.20E+18,05-01-2022,05-01-2022,19-01-2022,DHARIWAL INFRASTRUCTURE LIMITED,OC,10145,10000000,1,6405134,Paid,OC10145,8920,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10145,10000000,1,3490777
6634,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10146,10000000,1,6405134,Paid,OC10146,9164,14-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10146,10000000,1,3490777
6491,1.20E+18,05-01-2022,05-01-2022,19-01-2022,DHARIWAL INFRASTRUCTURE LIMITED,OC,10147,10000000,1,6405134,Paid,OC10147,8922,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10147,10000000,1,3490777
6631,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10148,10000000,1,6405134,Paid,OC10148,8916,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10148,10000000,1,3490777
6493,1.20E+18,05-01-2022,05-01-2022,19-01-2022,DHARIWAL INFRASTRUCTURE LIMITED,OC,10149,10000000,1,6405134,Paid,OC10149,8924,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10149,10000000,1,3490777
6606,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10150,10000000,1,6405134,Paid,OC10150,9162,14-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10150,10000000,1,3490777
6498,1.20E+18,05-01-2022,05-01-2022,19-01-2022,DHARIWAL INFRASTRUCTURE LIMITED,OC,10151,10000000,1,6405134,Paid,OC10151,8929,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10151,10000000,1,3490777
6602,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10152,10000000,1,6405134,Paid,OC10152,9161,14-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10152,10000000,1,3490777
6494,1.20E+18,05-01-2022,05-01-2022,19-01-2022,DHARIWAL INFRASTRUCTURE LIMITED,OC,10153,10000000,1,6405134,Paid,OC10153,8925,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10153,10000000,1,3490777
6603,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10154,10000000,1,6405134,Paid,OC10154,8890,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10154,10000000,1,3490777
6497,1.20E+18,05-01-2022,05-01-2022,19-01-2022,DHARIWAL INFRASTRUCTURE LIMITED,OC,10155,10000000,1,6405134,Paid,OC10155,8928,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10155,10000000,1,3490777
6609,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10156,10000000,1,6405134,Paid,OC10156,8895,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10156,10000000,1,3490777
6496,1.20E+18,05-01-2022,05-01-2022,19-01-2022,DHARIWAL INFRASTRUCTURE LIMITED,OC,10157,10000000,1,6405134,Paid,OC10157,8927,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10157,10000000,1,3490777
6611,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10158,10000000,1,6405134,Paid,OC10158,8897,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10158,10000000,1,3490777
6492,1.20E+18,05-01-2022,05-01-2022,19-01-2022,DHARIWAL INFRASTRUCTURE LIMITED,OC,10159,10000000,1,6405134,Paid,OC10159,8923,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10159,10000000,1,3490777
6607,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10160,10000000,1,6405134,Paid,OC10160,8893,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10160,10000000,1,3490777
6599,1.20E+18,05-01-2022,05-01-2022,19-01-2022,GALAXY C.S. BOTTLING PLANT,OC,10161,10000000,1,6405134,Paid,OC10161,9178,14-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10161,10000000,1,3490777
6608,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10162,10000000,1,6405134,Paid,OC10162,8894,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10162,10000000,1,3490777
7147,1.20E+18,06-01-2022,06-01-2022,20-01-2022,HIMALAYAN ENDEAVOUR PVT LTD,OC,10163,10000000,1,6405134,Paid,OC10163,9179,14-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10163,10000000,1,3490777
6604,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10164,10000000,1,6405134,Paid,OC10164,8891,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10164,10000000,1,3490777
7226,1.20E+18,06-01-2022,06-01-2022,20-01-2022,SENGUPTA AND SENGUPTA PRIVATE LIMIT,OC,10165,10000000,1,6405134,Paid,OC10165,9180,14-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10165,10000000,1,3490777
6610,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10166,10000000,1,6405134,Paid,OC10166,8896,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10166,10000000,1,3490777
7186,1.20E+18,06-01-2022,06-01-2022,20-01-2022,MONALISA BOTTLING INDUSTRIES PVT LTD,OC,10167,10000000,1,6405134,Paid,OC10167,9181,14-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10167,10000000,1,3490777
6605,1.20E+18,05-01-2022,05-01-2022,19-01-2022,HALDIA ENERGY LIMITED,OC,10168,10000000,1,6405134,Paid,OC10168,8892,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10168,10000000,1,3490777
7649,1.20E+18,07-01-2022,07-01-2022,21-01-2022,PENGUIN TRADING AND AGENCIES LTD,OC,10169,10000000,1,6405134,Paid,OC10169,8441,11-01-2022,BIJU JANATA DAL,*******4340,OC,10169,10000000,41,7409060
7635,1.20E+18,07-01-2022,07-01-2022,21-01-2022,ORRISA METALIKS PVT LTD,OC,10170,10000000,1,6405134,Paid,OC10170,8371,10-01-2022,BIJU JANATA DAL,*******4340,OC,10170,10000000,41,6666329
7650,1.20E+18,07-01-2022,07-01-2022,21-01-2022,PENGUIN TRADING AND AGENCIES LTD,OC,10171,10000000,1,6405134,Paid,OC10171,8442,11-01-2022,BIJU JANATA DAL,*******4340,OC,10171,10000000,41,7409060
7632,1.20E+18,07-01-2022,07-01-2022,21-01-2022,ORRISA METALIKS PVT LTD,OC,10172,10000000,1,6405134,Paid,OC10172,8368,10-01-2022,BIJU JANATA DAL,*******4340,OC,10172,10000000,41,6666329
7651,1.20E+18,07-01-2022,07-01-2022,21-01-2022,PENGUIN TRADING AND AGENCIES LTD,OC,10173,10000000,1,6405134,Paid,OC10173,8443,11-01-2022,BIJU JANATA DAL,*******4340,OC,10173,10000000,41,7409060
7636,1.20E+18,07-01-2022,07-01-2022,21-01-2022,ORRISA METALIKS PVT LTD,OC,10174,10000000,1,6405134,Paid,OC10174,8372,10-01-2022,BIJU JANATA DAL,*******4340,OC,10174,10000000,41,6666329
7683,1.20E+18,07-01-2022,07-01-2022,21-01-2022,RASHMI CEMENT LTD,OC,10175,10000000,1,6405134,Paid,OC10175,8375,10-01-2022,BIJU JANATA DAL,*******4340,OC,10175,10000000,41,6666329
7637,1.20E+18,07-01-2022,07-01-2022,21-01-2022,ORRISA METALIKS PVT LTD,OC,10176,10000000,1,6405134,Paid,OC10176,8373,10-01-2022,BIJU JANATA DAL,*******4340,OC,10176,10000000,41,6666329
7685,1.20E+18,07-01-2022,07-01-2022,21-01-2022,RASHMI CEMENT LTD,OC,10177,10000000,1,6405134,Paid,OC10177,8377,10-01-2022,BIJU JANATA DAL,*******4340,OC,10177,10000000,41,6666329
7633,1.20E+18,07-01-2022,07-01-2022,21-01-2022,ORRISA METALIKS PVT LTD,OC,10178,10000000,1,6405134,Paid,OC10178,8369,10-01-2022,BIJU JANATA DAL,*******4340,OC,10178,10000000,41,6666329
7686,1.20E+18,07-01-2022,07-01-2022,21-01-2022,RASHMI CEMENT LTD,OC,10179,10000000,1,6405134,Paid,OC10179,8378,10-01-2022,BIJU JANATA DAL,*******4340,OC,10179,10000000,41,6666329
7634,1.20E+18,07-01-2022,07-01-2022,21-01-2022,ORRISA METALIKS PVT LTD,OC,10180,10000000,1,6405134,Paid,OC10180,8370,10-01-2022,BIJU JANATA DAL,*******4340,OC,10180,10000000,41,6666329
7687,1.20E+18,07-01-2022,07-01-2022,21-01-2022,RASHMI CEMENT LTD,OC,10181,10000000,1,6405134,Paid,OC10181,8379,10-01-2022,BIJU JANATA DAL,*******4340,OC,10181,10000000,41,6666329
7631,1.20E+18,07-01-2022,07-01-2022,21-01-2022,ORRISA METALIKS PVT LTD,OC,10182,10000000,1,6405134,Paid,OC10182,8367,10-01-2022,BIJU JANATA DAL,*******4340,OC,10182,10000000,41,6666329
7684,1.20E+18,07-01-2022,07-01-2022,21-01-2022,RASHMI CEMENT LTD,OC,10183,10000000,1,6405134,Paid,OC10183,8376,10-01-2022,BIJU JANATA DAL,*******4340,OC,10183,10000000,41,6666329
7638,1.20E+18,07-01-2022,07-01-2022,21-01-2022,ORRISA METALIKS PVT LTD,OC,10184,10000000,1,6405134,Paid,OC10184,8374,10-01-2022,BIJU JANATA DAL,*******4340,OC,10184,10000000,41,6666329
7694,1.20E+18,07-01-2022,07-01-2022,21-01-2022,RASHMI METALIKS LTD,OC,10185,10000000,1,6405134,Paid,OC10185,8386,10-01-2022,BIJU JANATA DAL,*******4340,OC,10185,10000000,41,6666329
7630,1.20E+18,07-01-2022,07-01-2022,21-01-2022,NIRMAL KUMAR BATHWAL,OC,10186,10000000,1,6405134,Paid,OC10186,8445,11-01-2022,BIJU JANATA DAL,*******4340,OC,10186,10000000,41,7409060
7693,1.20E+18,07-01-2022,07-01-2022,21-01-2022,RASHMI METALIKS LTD,OC,10187,10000000,1,6405134,Paid,OC10187,8385,10-01-2022,BIJU JANATA DAL,*******4340,OC,10187,10000000,41,6666329
7629,1.20E+18,07-01-2022,07-01-2022,21-01-2022,NIRMAL KUMAR BATHWAL,OC,10188,10000000,1,6405134,Paid,OC10188,8444,11-01-2022,BIJU JANATA DAL,*******4340,OC,10188,10000000,41,7409060
7688,1.20E+18,07-01-2022,07-01-2022,21-01-2022,RASHMI METALIKS LTD,OC,10189,10000000,1,6405134,Paid,OC10189,8380,10-01-2022,BIJU JANATA DAL,*******4340,OC,10189,10000000,41,6666329
7709,1.20E+18,07-01-2022,07-01-2022,21-01-2022,TARGET VINCOM PVT LTD,OC,10190,10000000,1,6405134,Paid,OC10190,8981,13-01-2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10190,10000000,691,7516991
7690,1.20E+18,07-01-2022,07-01-2022,21-01-2022,RASHMI METALIKS LTD,OC,10191,10000000,1,6405134,Paid,OC10191,8382,10-01-2022,BIJU JANATA DAL,*******4340,OC,10191,10000000,41,6666329
7414,1.20E+18,07-01-2022,07-01-2022,21-01-2022,APOLLO VINTRADE PVT LTD,OC,10192,10000000,1,6405134,Paid,OC10192,8980,13-01-2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10192,10000000,691,7516991
7689,1.20E+18,07-01-2022,07-01-2022,21-01-2022,RASHMI METALIKS LTD,OC,10193,10000000,1,6405134,Paid,OC10193,8381,10-01-2022,BIJU JANATA DAL,*******4340,OC,10193,10000000,41,6666329
7592,1.20E+18,07-01-2022,07-01-2022,21-01-2022,MKJ ENTERPRISES LTD,OC,10194,10000000,1,6405134,Paid,OC10194,8987,13-01-2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10194,10000000,691,7516991
7692,1.20E+18,07-01-2022,07-01-2022,21-01-2022,RASHMI METALIKS LTD,OC,10195,10000000,1,6405134,Paid,OC10195,8384,10-01-2022,BIJU JANATA DAL,*******4340,OC,10195,10000000,41,6666329
7591,1.20E+18,07-01-2022,07-01-2022,21-01-2022,MKJ ENTERPRISES LTD,OC,10196,10000000,1,6405134,Paid,OC10196,8986,13-01-2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10196,10000000,691,7516991
7691,1.20E+18,07-01-2022,07-01-2022,21-01-2022,RASHMI METALIKS LTD,OC,10197,10000000,1,6405134,Paid,OC10197,8383,10-01-2022,BIJU JANATA DAL,*******4340,OC,10197,10000000,41,6666329
7593,1.20E+18,07-01-2022,07-01-2022,21-01-2022,MKJ ENTERPRISES LTD,OC,10198,10000000,1,6405134,Paid,OC10198,8988,13-01-2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10198,10000000,691,7516991
7415,1.20E+18,07-01-2022,07-01-2022,21-01-2022,BALRAMPUR CHINI MILLS LTD,OC,10199,10000000,1,6405134,Paid,OC10199,9573,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,10199,10000000,691,7516991
408,8.13E+20,15-04-2019,15-04-2019,29-04-2019,SHANKARANARAYANA CONSTRUCTIONS PVT,OC,1020,10000000,813,5144485,Paid,OC1020,2461,23-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,1020,10000000,691,3300196
7590,1.20E+18,07-01-2022,07-01-2022,21-01-2022,MKJ ENTERPRISES LTD,OC,10200,10000000,1,6405134,Paid,OC10200,8985,13-01-2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10200,10000000,691,7516991
7416,1.20E+18,07-01-2022,07-01-2022,21-01-2022,BALRAMPUR CHINI MILLS LTD,OC,10201,10000000,1,6405134,Paid,OC10201,9574,17-01-2022,BHARATIYA JANATA PARTY,*******8244,OC,10201,10000000,691,7516991
7588,1.20E+18,07-01-2022,07-01-2022,21-01-2022,MKJ ENTERPRISES LTD,OC,10202,10000000,1,6405134,Paid,OC10202,8983,13-01-2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10202,10000000,691,7516991
7863,1.20E+18,10-01-2022,10-01-2022,24-01-2022,ANANT UDYOG LLP,OC,10203,10000000,1,6405134,Paid,OC10203,8990,13-01-2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10203,10000000,691,7516991
7587,1.20E+18,07-01-2022,07-01-2022,21-01-2022,MKJ ENTERPRISES LTD,OC,10204,10000000,1,6405134,Paid,OC10204,8982,13-01-2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10204,10000000,691,7516991
7864,1.20E+18,10-01-2022,10-01-2022,24-01-2022,ANANT UDYOG LLP,OC,10205,10000000,1,6405134,Paid,OC10205,8991,13-01-2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10205,10000000,691,7516991
7589,1.20E+18,07-01-2022,07-01-2022,21-01-2022,MKJ ENTERPRISES LTD,OC,10206,10000000,1,6405134,Paid,OC10206,8984,13-01-2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10206,10000000,691,7516991
8040,1.20E+18,10-01-2022,10-01-2022,24-01-2022,NETINCON MARKETING PVT LTD,OC,10207,10000000,1,6405134,Paid,OC10207,9943,24-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10207,10000000,1,3490777
8015,1.20E+18,10-01-2022,10-01-2022,24-01-2022,MKJ ENTERPRISES LTD,OC,10208,10000000,1,6405134,Paid,OC10208,8992,13-01-2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10208,10000000,691,7516991
8041,1.20E+18,10-01-2022,10-01-2022,24-01-2022,NETINCON MARKETING PVT LTD,OC,10209,10000000,1,6405134,Paid,OC10209,9944,24-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10209,10000000,1,3490777
409,8.13E+20,15-04-2019,15-04-2019,29-04-2019,SHANKARANARAYANA CONSTRUCTIONS PVT,OC,1021,10000000,813,5144485,Paid,OC1021,2462,23-04-2019,BHARATIYA JANATA PARTY,*******8244,OC,1021,10000000,691,3300196
8016,1.20E+18,10-01-2022,10-01-2022,24-01-2022,MKJ ENTERPRISES LTD,OC,10210,10000000,1,6405134,Paid,OC10210,8993,13-01-2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,10210,10000000,691,7516991
8042,1.20E+18,10-01-2022,10-01-2022,24-01-2022,NETINCON MARKETING PVT LTD,OC,10211,10000000,1,6405134,Paid,OC10211,9945,24-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10211,10000000,1,3490777
